Symbol,Underlying,Type,Strike,Expiry,Reason
OPT_TITAN_20260224_PE_556000,TITAN,OPT_PE,556000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_PE_485000,M&M,OPT_PE,485000,20260224,Zero position & not in today refdata
OPT_TECHM_20260224_PE_100000,TECHM,OPT_PE,100000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_346000,ASIANPAINT,OPT_PE,346000,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_CE_875000,APOLLOHOSP,OPT_CE,875000,20260224,Zero position & not in today refdata
OPT_SHRIRAMFIN_20260224_CE_64000,SHRIRAMFIN,OPT_CE,64000,20260224,Zero position & not in today refdata
OPT_ICICIBANK_20260224_PE_198000,ICICIBANK,OPT_PE,198000,20260224,Zero position & not in today refdata
OPT_ADANIPORTS_20260224_PE_220000,ADANIPORTS,OPT_PE,220000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_43750,ITC,OPT_PE,43750,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_42250,ITC,OPT_PE,42250,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_38750,JIOFIN,OPT_PE,38750,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_18200,ONGC,OPT_CE,18200,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_342000,ASIANPAINT,OPT_PE,342000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_PE_610000,TRENT,OPT_PE,610000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_PE_11600,TATASTEEL,OPT_PE,11600,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_PE_915000,APOLLOHOSP,OPT_PE,915000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_204000,CIPLA,OPT_CE,204000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_51000,ITC,OPT_CE,51000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_53000,ITC,OPT_CE,53000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_2260000,MARUTI,OPT_PE,2260000,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_895000,EICHERMOT,OPT_PE,895000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_CE_184000,DRREDDY,OPT_CE,184000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_PE_296000,BHARTIARTL,OPT_PE,296000,20260224,Zero position & not in today refdata
OPT_HDFCBANK_20260224_PE_114500,HDFCBANK,OPT_PE,114500,20260224,Zero position & not in today refdata
OPT_M&M_20260224_CE_510000,M&M,OPT_CE,510000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_CE_490000,TITAN,OPT_CE,490000,20260224,Zero position & not in today refdata
OPT_BAJAJ-AUTO_20260224_CE_1380000,BAJAJ-AUTO,OPT_CE,1380000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_CE_238000,SUNPHARMA,OPT_CE,238000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_18400,ONGC,OPT_CE,18400,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_171000,CIPLA,OPT_CE,171000,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_458000,LT,OPT_CE,458000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_35750,JIOFIN,OPT_CE,35750,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_CE_885000,APOLLOHOSP,OPT_CE,885000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_53000,ITC,OPT_PE,53000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_20100,ONGC,OPT_CE,20100,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_370000,EICHERMOT,OPT_PE,370000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_400000,ASIANPAINT,OPT_PE,400000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_64000,SBIN,OPT_PE,64000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_CE_246000,SUNPHARMA,OPT_CE,246000,20260224,Zero position & not in today refdata
OPT_BEL_20260224_PE_23000,BEL,OPT_PE,23000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_CE_250000,SUNPHARMA,OPT_CE,250000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_45750,ITC,OPT_CE,45750,20260224,Zero position & not in today refdata
OPT_NTPC_20260224_PE_44250,NTPC,OPT_PE,44250,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_65000,SBIN,OPT_PE,65000,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_CE_895000,EICHERMOT,OPT_CE,895000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_2320000,MARUTI,OPT_CE,2320000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_PE_14900,TATASTEEL,OPT_PE,14900,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_86500,SBIN,OPT_PE,86500,20260224,Zero position & not in today refdata
OPT_GRASIM_20260224_PE_358000,GRASIM,OPT_PE,358000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_87500,SBIN,OPT_PE,87500,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_CE_31750,COALINDIA,OPT_CE,31750,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_206000,CIPLA,OPT_PE,206000,20260224,Zero position & not in today refdata
OPT_POWERGRID_20260224_PE_39000,POWERGRID,OPT_PE,39000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_1870000,MARUTI,OPT_CE,1870000,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_528000,LT,OPT_CE,528000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_216000,CIPLA,OPT_PE,216000,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_CE_172000,TATACONSUM,OPT_CE,172000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_37250,JIOFIN,OPT_CE,37250,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_CE_181000,RELIANCE,OPT_CE,181000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_326000,ASIANPAINT,OPT_PE,326000,20260224,Zero position & not in today refdata
OPT_GRASIM_20260224_PE_210000,GRASIM,OPT_PE,210000,20260224,Zero position & not in today refdata
OPT_INDUSINDBK_20260224_CE_52000,INDUSINDBK,OPT_CE,52000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_16800,ONGC,OPT_CE,16800,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_905000,EICHERMOT,OPT_PE,905000,20260224,Zero position & not in today refdata
OPT_INFY_20260224_CE_88000,INFY,OPT_CE,88000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_1890000,MARUTI,OPT_CE,1890000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_81500,SBIN,OPT_PE,81500,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_556000,LT,OPT_CE,556000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_620000,TRENT,OPT_CE,620000,20260224,Zero position & not in today refdata
OPT_NESTLEIND_20260224_CE_167000,NESTLEIND,OPT_CE,167000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_PE_544000,TITAN,OPT_PE,544000,20260224,Zero position & not in today refdata
OPT_AXISBANK_20260224_CE_95000,AXISBANK,OPT_CE,95000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_CE_67000,HINDALCO,OPT_CE,67000,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_CE_32250,COALINDIA,OPT_CE,32250,20260224,Zero position & not in today refdata
OPT_BAJAJFINSV_20260224_PE_296000,BAJAJFINSV,OPT_PE,296000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_CE_228000,RELIANCE,OPT_CE,228000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_200000,TRENT,OPT_CE,200000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_PE_58000,HINDALCO,OPT_PE,58000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_83500,SBIN,OPT_PE,83500,20260224,Zero position & not in today refdata
OPT_BAJFINANCE_20260224_CE_61000,BAJFINANCE,OPT_CE,61000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_PE_60000,DRREDDY,OPT_PE,60000,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_CE_38500,ETERNAL,OPT_CE,38500,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_PE_548000,TITAN,OPT_PE,548000,20260224,Zero position & not in today refdata
OPT_AXISBANK_20260224_CE_66000,AXISBANK,OPT_CE,66000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_47750,ITC,OPT_PE,47750,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_PE_1070000,APOLLOHOSP,OPT_PE,1070000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_PE_775000,HEROMOTOCO,OPT_PE,775000,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_PE_350000,APOLLOHOSP,OPT_PE,350000,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_44400,KOTAKBANK,OPT_PE,44400,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_PE_890000,ULTRACEMCO,OPT_PE,890000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_187000,CIPLA,OPT_CE,187000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_PE_71000,HINDALCO,OPT_PE,71000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_49250,ITC,OPT_PE,49250,20260224,Zero position & not in today refdata
OPT_TCS_20260224_CE_398000,TCS,OPT_CE,398000,20260224,Zero position & not in today refdata
OPT_POWERGRID_20260224_CE_35250,POWERGRID,OPT_CE,35250,20260224,Zero position & not in today refdata
OPT_TCS_20260224_CE_168000,TCS,OPT_CE,168000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_39250,JIOFIN,OPT_CE,39250,20260224,Zero position & not in today refdata
OPT_SHRIRAMFIN_20260224_PE_64000,SHRIRAMFIN,OPT_PE,64000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_PE_12000,TATASTEEL,OPT_PE,12000,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_552000,LT,OPT_CE,552000,20260224,Zero position & not in today refdata
OPT_INDUSINDBK_20260224_PE_61000,INDUSINDBK,OPT_PE,61000,20260224,Zero position & not in today refdata
OPT_GRASIM_20260224_CE_202000,GRASIM,OPT_CE,202000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_PE_258000,BHARTIARTL,OPT_PE,258000,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_470000,LT,OPT_CE,470000,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_CE_174000,TATACONSUM,OPT_CE,174000,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_PE_84000,ADANIENT,OPT_PE,84000,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_PE_33750,COALINDIA,OPT_PE,33750,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_2030000,MARUTI,OPT_PE,2030000,20260224,Zero position & not in today refdata
OPT_TECHM_20260224_PE_126000,TECHM,OPT_PE,126000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_PE_19700,ONGC,OPT_PE,19700,20260224,Zero position & not in today refdata
OPT_BAJAJ-AUTO_20260224_CE_1230000,BAJAJ-AUTO,OPT_CE,1230000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_CE_58000,DRREDDY,OPT_CE,58000,20260224,Zero position & not in today refdata
OPT_HDFCLIFE_20260224_PE_99000,HDFCLIFE,OPT_PE,99000,20260224,Zero position & not in today refdata
OPT_INDUSINDBK_20260224_PE_128000,INDUSINDBK,OPT_PE,128000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_PE_545000,TRENT,OPT_PE,545000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_PE_17800,ONGC,OPT_PE,17800,20260224,Zero position & not in today refdata
OPT_BEL_20260224_CE_28500,BEL,OPT_CE,28500,20260224,Zero position & not in today refdata
OPT_HINDUNILVR_20260224_CE_348000,HINDUNILVR,OPT_CE,348000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_177000,CIPLA,OPT_PE,177000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_2340000,MARUTI,OPT_CE,2340000,20260224,Zero position & not in today refdata
OPT_INDUSINDBK_20260224_PE_50000,INDUSINDBK,OPT_PE,50000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_2090000,MARUTI,OPT_CE,2090000,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_925000,EICHERMOT,OPT_PE,925000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_CE_11200,TATASTEEL,OPT_CE,11200,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_CE_222000,RELIANCE,OPT_CE,222000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_PE_56000,DRREDDY,OPT_PE,56000,20260224,Zero position & not in today refdata
OPT_HDFCBANK_20260224_CE_131000,HDFCBANK,OPT_CE,131000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_PE_494000,TITAN,OPT_PE,494000,20260224,Zero position & not in today refdata
OPT_HDFCLIFE_20260224_CE_112000,HDFCLIFE,OPT_CE,112000,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_CE_905000,APOLLOHOSP,OPT_CE,905000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_PE_224000,RELIANCE,OPT_PE,224000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_19700,ONGC,OPT_CE,19700,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_PE_10600,TATASTEEL,OPT_PE,10600,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_37750,JIOFIN,OPT_PE,37750,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_PE_174000,TATACONSUM,OPT_PE,174000,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_935000,EICHERMOT,OPT_PE,935000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_35750,JIOFIN,OPT_PE,35750,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_CE_384000,ASIANPAINT,OPT_CE,384000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_CE_65000,SBIN,OPT_CE,65000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_CE_408000,ASIANPAINT,OPT_CE,408000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_1990000,MARUTI,OPT_PE,1990000,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_CE_870000,ULTRACEMCO,OPT_CE,870000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_380000,ASIANPAINT,OPT_PE,380000,20260224,Zero position & not in today refdata
OPT_ADANIPORTS_20260224_PE_194000,ADANIPORTS,OPT_PE,194000,20260224,Zero position & not in today refdata
OPT_HDFCBANK_20260224_CE_132000,HDFCBANK,OPT_CE,132000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_CE_213000,SUNPHARMA,OPT_CE,213000,20260224,Zero position & not in today refdata
OPT_TECHM_20260224_PE_84000,TECHM,OPT_PE,84000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_1910000,MARUTI,OPT_CE,1910000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_51000,ITC,OPT_PE,51000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_CE_455000,M&M,OPT_CE,455000,20260224,Zero position & not in today refdata
OPT_BEL_20260224_PE_30500,BEL,OPT_PE,30500,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_CE_505000,APOLLOHOSP,OPT_CE,505000,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_CE_170000,TATACONSUM,OPT_CE,170000,20260224,Zero position & not in today refdata
OPT_GRASIM_20260224_CE_144000,GRASIM,OPT_CE,144000,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_466000,LT,OPT_PE,466000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_44250,ITC,OPT_PE,44250,20260224,Zero position & not in today refdata
OPT_HDFCLIFE_20260224_PE_110000,HDFCLIFE,OPT_PE,110000,20260224,Zero position & not in today refdata
OPT_HDFCBANK_20260224_CE_134000,HDFCBANK,OPT_CE,134000,20260224,Zero position & not in today refdata
OPT_BAJAJ-AUTO_20260224_CE_1400000,BAJAJ-AUTO,OPT_CE,1400000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_CE_270000,HEROMOTOCO,OPT_CE,270000,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_PE_23000,COALINDIA,OPT_PE,23000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_43250,ITC,OPT_CE,43250,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_17600,ONGC,OPT_CE,17600,20260224,Zero position & not in today refdata
OPT_BAJAJFINSV_20260224_PE_258000,BAJAJFINSV,OPT_PE,258000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_545000,TRENT,OPT_CE,545000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_2220000,MARUTI,OPT_PE,2220000,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_PE_43000,ETERNAL,OPT_PE,43000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_47250,ITC,OPT_CE,47250,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_22750,ITC,OPT_PE,22750,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_56000,ITC,OPT_CE,56000,20260224,Zero position & not in today refdata
OPT_WIPRO_20260224_CE_27650,WIPRO,OPT_CE,27650,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_214000,CIPLA,OPT_CE,214000,20260224,Zero position & not in today refdata
OPT_BAJFINANCE_20260224_PE_61000,BAJFINANCE,OPT_PE,61000,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_CE_16500,ETERNAL,OPT_CE,16500,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_CE_316000,ADANIENT,OPT_CE,316000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_20300,ONGC,OPT_CE,20300,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_CE_161000,DRREDDY,OPT_CE,161000,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_PE_316000,ADANIENT,OPT_PE,316000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_48750,ITC,OPT_CE,48750,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_PE_157000,TATACONSUM,OPT_PE,157000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_PE_185000,RELIANCE,OPT_PE,185000,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_PE_36500,ETERNAL,OPT_PE,36500,20260224,Zero position & not in today refdata
OPT_TECHM_20260224_CE_92000,TECHM,OPT_CE,92000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_PE_555000,TRENT,OPT_PE,555000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_600000,TRENT,OPT_CE,600000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_54000,ITC,OPT_CE,54000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_CE_520000,M&M,OPT_CE,520000,20260224,Zero position & not in today refdata
OPT_AXISBANK_20260224_PE_70000,AXISBANK,OPT_PE,70000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_21900,ONGC,OPT_CE,21900,20260224,Zero position & not in today refdata
OPT_HINDUNILVR_20260224_PE_162000,HINDUNILVR,OPT_PE,162000,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_CE_37500,ETERNAL,OPT_CE,37500,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_CE_60000,KOTAKBANK,OPT_CE,60000,20260224,Zero position & not in today refdata
OPT_ADANIPORTS_20260224_CE_198000,ADANIPORTS,OPT_CE,198000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_68000,SBIN,OPT_PE,68000,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_CE_36800,KOTAKBANK,OPT_CE,36800,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_PE_122000,ADANIENT,OPT_PE,122000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_34750,JIOFIN,OPT_CE,34750,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_19200,ONGC,OPT_CE,19200,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_PE_18600,ONGC,OPT_PE,18600,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_1080000,EICHERMOT,OPT_PE,1080000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_16200,ONGC,OPT_CE,16200,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_185000,CIPLA,OPT_PE,185000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_CE_85500,SBIN,OPT_CE,85500,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_PE_25000,COALINDIA,OPT_PE,25000,20260224,Zero position & not in today refdata
OPT_JSWSTEEL_20260224_PE_70000,JSWSTEEL,OPT_PE,70000,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_49600,KOTAKBANK,OPT_PE,49600,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_565000,TRENT,OPT_CE,565000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_216000,CIPLA,OPT_CE,216000,20260224,Zero position & not in today refdata
OPT_POWERGRID_20260224_PE_13500,POWERGRID,OPT_PE,13500,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_CE_24000,COALINDIA,OPT_CE,24000,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_PE_44000,ETERNAL,OPT_PE,44000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_CE_159000,DRREDDY,OPT_CE,159000,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_CE_515000,EICHERMOT,OPT_CE,515000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_17800,ONGC,OPT_CE,17800,20260224,Zero position & not in today refdata
OPT_BAJAJ-AUTO_20260224_PE_1250000,BAJAJ-AUTO,OPT_PE,1250000,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_474000,LT,OPT_CE,474000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_175000,CIPLA,OPT_PE,175000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_2030000,MARUTI,OPT_CE,2030000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_PE_220000,RELIANCE,OPT_PE,220000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_PE_11000,TATASTEEL,OPT_PE,11000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_CE_235000,M&M,OPT_CE,235000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_2440000,MARUTI,OPT_PE,2440000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_CE_775000,HEROMOTOCO,OPT_CE,775000,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_PE_151000,TATACONSUM,OPT_PE,151000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_66000,SBIN,OPT_PE,66000,20260224,Zero position & not in today refdata
OPT_ICICIBANK_20260224_CE_198000,ICICIBANK,OPT_CE,198000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_CE_85000,DRREDDY,OPT_CE,85000,20260224,Zero position & not in today refdata
OPT_NTPC_20260224_CE_19000,NTPC,OPT_CE,19000,20260224,Zero position & not in today refdata
OPT_AXISBANK_20260224_CE_68000,AXISBANK,OPT_CE,68000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_21100,ONGC,OPT_CE,21100,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_47200,KOTAKBANK,OPT_PE,47200,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_PE_201000,SUNPHARMA,OPT_PE,201000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_PE_15700,TATASTEEL,OPT_PE,15700,20260224,Zero position & not in today refdata
OPT_WIPRO_20260224_PE_15250,WIPRO,OPT_PE,15250,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_350000,ASIANPAINT,OPT_PE,350000,20260224,Zero position & not in today refdata
OPT_ICICIBANK_20260224_PE_175000,ICICIBANK,OPT_PE,175000,20260224,Zero position & not in today refdata
OPT_AXISBANK_20260224_PE_91000,AXISBANK,OPT_PE,91000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_36750,JIOFIN,OPT_CE,36750,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_330000,ASIANPAINT,OPT_PE,330000,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_PE_153000,TATACONSUM,OPT_PE,153000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_42500,JIOFIN,OPT_CE,42500,20260224,Zero position & not in today refdata
OPT_ADANIPORTS_20260224_CE_60000,ADANIPORTS,OPT_CE,60000,20260224,Zero position & not in today refdata
OPT_TECHM_20260224_CE_96000,TECHM,OPT_CE,96000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_PE_590000,TRENT,OPT_PE,590000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_202000,CIPLA,OPT_CE,202000,20260224,Zero position & not in today refdata
OPT_NESTLEIND_20260224_PE_74000,NESTLEIND,OPT_PE,74000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_41000,JIOFIN,OPT_CE,41000,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_458000,LT,OPT_PE,458000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_CE_465000,M&M,OPT_CE,465000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_CE_270000,BHARTIARTL,OPT_CE,270000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_41750,ITC,OPT_PE,41750,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_1910000,MARUTI,OPT_PE,1910000,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_PE_910000,ULTRACEMCO,OPT_PE,910000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_58000,ITC,OPT_PE,58000,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_PE_32250,COALINDIA,OPT_PE,32250,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_CE_224000,RELIANCE,OPT_CE,224000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_52500,ITC,OPT_CE,52500,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_CE_400000,ASIANPAINT,OPT_CE,400000,20260224,Zero position & not in today refdata
OPT_TECHM_20260224_CE_118000,TECHM,OPT_CE,118000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_CE_211000,SUNPHARMA,OPT_CE,211000,20260224,Zero position & not in today refdata
